GENUS$,SPECIES$,FAMILY$,GRWFRM2$,GRWFRM1$,SP$,SG60C_AVG,SG100C_AVG,SG60C_SEM,SG100C_SEM,SG60C_N,SG100C_N,WSG_CHAVE,FRUIT_FRSH,FRUIT_DRY,N_SEEDFULL,N_SEEDEMPTY,DSPR_FRESH,DSPR_DRY,SEED_FRESH,SEED_DRY,N_INDS,N_FRUIT,N_DIASPORE,N_SEEDS,DAWS_DSPRDRY,DBH_AVG,HEIGHT_AVG,DIAM_AVG,DBH_SEM,HEIGHT_SEM,DIAM_SEM,DBH_N,HEIGHT_N,DIAM_N,LEAFAREA_AVD,LEAFLET_AVD,LEAFTHCK_AVD,LMADISC_AVD,LMALEAF_AVD,LMALAM_AVD,LDDISC_AVD,LDMC_AVD,LEAFAREA_SED,LEAFLET_SED,LEAFTHCK_SED,LMADISC_SED,LMALEAF_SED,LMALAM_SED,LDDISC_SED,LDMC_SED,LEAFAREA_ND,LEAFLET_ND,LEAFTHCK_ND,LMADISC_ND,LMALEAF_ND,LMALAM_ND,LDDISC_ND,LDMC_ND,LEAFAREA_AVI,LEAFLET_AVI,LEAFTHCK_AVI,LMADISC_AVI,LMALEAF_AVI,LMALAM_AVI,LDDISC_AVI,LDMC_AVI,LEAFAREA_SEI,LEAFLET_SEI,LEAFTHCK_SEI,LMADISC_SEI,LMALEAF_SEI,LMALAM_SEI,LDDISC_SEI,LDMC_SEI,LEAFAREA_NI,LEAFLET_NI,LEAFTHCK_NI,LMADISC_NI,LMALEAF_NI,LMALAM_NI,LDDISC_NI,LDMC_NI,AVG_LAMTUF,AVG_VEINTUF,SEM_LAMTUF,SEM_VEINTUF,N_LAMTUF,N_VEINTUF,RGR_10,N_RGR10,RGR_50,N_RGR50,RGR_100,N_RGR100,MORT_10,N_MORT10,MORT_100,N_MORT100
Arrabidaea,verrucosa,Bignoniaceae,Climber,Climber,ARRAVE,0.494732551,0.416405332,,0.035270289,1,5,,32.7002,18.1337,13.6,23.2,0.1676325,0.10684,0.093025,0.0626525,2,5,22,22,,,,,,,,,,,103.3361905,2,171.1904762,58.21532929,65.53015419,61.88728198,0.36177694,0.390027415,6.184782333,0,9.376842223,4.495392223,6.323725842,4.190603451,0.002973968,0.002433037,7,2,7,2,7,2,2,2,94.34333333,2,145.8333333,47.31400315,54.58916119,49.79422457,0.32532224,0.340161368,44.12333333,0,9.166666667,3.259159362,1.422149898,1.193749773,0.002319984,0.024157453,2,2,2,2,2,2,2,2,333.9,2895.075,9.268135375,483.3456809,4,4,,,,,,,,,,
Aspidosperma,spruceanum,Apocynaceae,T,T,ASPICR,0.782835577,0.770147174,0.004627038,0.004938996,5,5,,,,,,0.799,0.688575,0.54305,0.45395,1,0,4,4,0.565,966.3333333,38.62834017,8.068174603,46.82069818,1.968864867,0.698805118,6,6,6,34.58266667,,346.6666667,158.1928523,168.4812696,158.4656872,0.455048756,0.460185657,3.971151582,,12.03005496,4.569738113,2.612463434,2.649427099,0.009376961,0.005938728,5,0,5,5,5,5,5,5,90.60261905,,273.3333333,92.7174646,101.0690574,96.63717291,0.338547135,0.384435098,14.86982614,,14.19465023,6.034939983,6.263407952,5.704854525,0.006154209,0.006396384,7,0,7,7,7,7,7,7,672.995,4252.74,20.26186394,122.5261724,20,20,1.564070545,1616,1.146155462,238,1.274063291,237,0.999166111,2101,0.817382813,256
Astrocaryum,standleyanum,Arecaceae,M,M,AST1ST,,,,,,,,17.797708,10.170844,1,0,9.686904,7.565884,3.278908,2.56498,5,25,25,25,7.598,183.75,12.63741086,4.138125,2.015564437,0.869898624,0.563571756,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,270.525,13,90,33.71544167,47.40743895,36.25014583,0.374616019,0.363969432,,,,,,,,,1,1,1,1,1,1,1,1,369.7,2110.15,0.1,80.55,2,2,,0,0.394,5,,0,10.23554545,33,1.819783758,1059
Astronium,graveolens,Anacardiacea,T,T,AST2GR,0.81641903,0.80817686,0.015688472,0.013191562,6,6,0.849595,0.05996,0.03622,1,0,0.04766,0.0274,0.02864,0.01766,1,5,5,5,0.03,648.8,34.84070022,7.005904762,59.75483244,1.10396721,0.96178272,5,5,5,98.12,7.666666667,217.2222222,100.7155166,109.6135076,88.90547794,0.487273485,0.488127743,33.31056939,0.881917104,22.59923248,6.418501896,13.19804581,9.416784301,0.04623313,0.023865873,3,3,6,6,3,3,6,3,262.4283333,10,86.66666667,35.06405934,48.98127498,37.44982366,0.402902814,0.348677633,78.94616891,1.258305739,3.333333333,2.807371543,3.217420573,2.455110954,0.018909553,0.017998976,3,3,3,3,3,3,3,3,453.4,3961.623529,19.1240936,340.2525661,17,17,2.61583908,87,1.091086957,46,0.789042683,164,2.392596386,166,0.53743617,188
Bactris,barronis,Arecaceae,U,U,BACTBA,,,,,,,,,,,,,,,,,,,,,42,6.42,1.34,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,11,0.187,1,,0,,,,
Bactris,coloniata,Arecaceae,S,S,BACTC1,,,,,,,,4.00378,1.54269,1,0,0.54919,0.29694,0.4023925,0.223905,2,10,40,40,,54,6.725,1.855357143,16,1.975,0.449642857,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.556,17,,0,,0,,,,
Bactris,coloradonis,Arecaceae,U,U,BACTC2,,,,,,,,0.7111,0.390306667,1,0,0.12902,0.08261,0.086828333,0.061286667,3,15,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.434,4,,0,,0,,,,
Bactris,major,Arecaceae,S,S,BACTMA,,,,,,,,19.412845,6.58707,1,0,5.612435,4.064125,2.26604,1.538495,4,20,20,20,,46,6.382,1.412128571,1.516575089,0.296553536,0.179330667,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,110,0.288,8,,0,,,,
Banara,guianensis,Flacourtiace,U,U,BANAGU,0.494814178,0.48080701,0.030864222,0.027664737,5,5,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.983,3,11.047,1,,0,16.9145,9,,1
Banisteriops,cornifolia,Malpighiacea,Climber,Climber,BANICO,,0.424995392,,,0,1,,,,,,0.0793,0.0737,0.03,0.0287,1,,1,1,,,,,,,,,,,60.91,,210,,69.97657902,,,,,,,,,,,,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bauhinia,guianensis,Fabaceae,Climber,Climber,BAUHGU,0.541719305,0.532358956,0.030573924,0.029188904,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beilschmiedi,pendula,Lauraceae,T,T,BEILPE,0.53459547,0.527503989,0.01661353,0.009927199,4,5,0.5152,12.785204,5.8784,1,0,8.584848,4.62106,6.817824,3.876056,5,25,25,25,3.987,781,34.17951447,7.183480952,25.03197955,1.620137494,0.33000263,5,5,5,48.805,,244.7222222,135.7233835,136.731081,130.0926615,0.556021897,0.43679794,3.119733933,,11.95219387,7.257289852,6.579330923,6.582493488,0.020578054,0.011315815,6,0,6,6,6,6,6,6,97.98055556,,188.6111111,69.84715666,77.47330851,74.12347569,0.370887901,0.31605966,9.438648509,,4.804832958,2.284804564,1.9888488,1.961511716,0.009867002,0.006364717,6,0,6,6,6,6,6,6,600.3529412,3745.688235,41.51120341,255.2488951,17,17,1.923621144,7747,0.993055295,1067,0.887222848,1243,2.096271323,11197,1.454830976,1485
Bertiera,guianensis,Rubiaceae,S,S,BERTGU,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62825,4,,0,,0,5.1852,6,,0
Borojoa,panamensis,Rubiaceae,M,M,BOROPA,,,,,,,,,,,,,,,,,,,,,12,2.84,0.55,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,154.13,,155,59.67633176,70.39416333,68.11421439,0.385198921,0.402686753,,,,,,,,,1,0,1,1,1,1,1,1,652.9,2995,22.3,621.5,2,2,0.928333333,3,,0,,0,0,5,,0
Brosimum,alicastrum,Moraceae,T,T,BROSAL,0.721849548,0.671531363,0.027840115,0.016081779,3,5,0.526192,3.94869,1.00718,1,0,1.482716,0.647694,1.6432975,0.701005,5,45,30,35,0.712,1157.333333,37.40324049,10.05506944,33.0571895,1.781626953,0.695754507,6,6,6,18.92222222,,264.1666667,114.1080393,117.8160615,114.952431,0.438686121,0.432749846,2.239559756,,11.80669929,4.646326098,7.063481243,6.998947999,0.015618062,0.015524593,6,0,6,6,6,6,6,6,50.336,,161.5,48.12317375,54.17768223,52.31537852,0.300705648,0.359375504,3.358043271,,6.260546657,1.182125762,1.150244867,1.402698371,0.009980826,0.006276097,5,0,5,5,5,5,5,5,638.8473684,4141.405263,35.2419626,232.7702219,19,19,2.109704788,2151,0.978778239,1204,0.530401062,753,0.635992678,3551,1.272595264,929
Brosimum,costaricanum,Moraceae,T,T,BROSCO,0.582718968,0.57633797,0.012161344,0.011436205,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brosimum,guianense,Moraceae,T,T,BROSGU,0.762117056,0.747710678,0.016132732,0.015461524,8,8,0.891747,,,,,,,,,,,,,,35.66666667,7.316666667,1.269722222,11.28912948,1.744556614,0.34153464,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,40.96166667,,183.3333333,47.65115756,50.6484035,49.46587758,0.273717381,0.364039053,2.118227115,,28.37007422,4.354095443,3.179861024,3.27073115,0.049764557,0.022058948,3,0,3,3,3,3,3,3,423.65,4236.15,73.25,152.25,2,2,2.1014,15,0.406571429,7,0.103333333,3,0,25,0,4
Brosimum,lactescens,Moraceae,T,T,BROSLA,0.644208627,0.633174627,0.015594177,0.015096445,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brosimum,utile,Moraceae,T,T,BROSUT,0.518170664,0.509448789,0.009113954,0.009646307,5,5,,12.883084,3.636604,1,0,6.76372,2.265452,5.790018,2.170888,5,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brownea,macrophylla,Fabaceae:Cae,T,T,BROWMA,0.821586517,0.799331848,0.013863054,0.013194693,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bucida,buceras,Combretaceae,T,T,BUCIBU,0.832077325,0.804662467,0.036717194,0.032654513,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunchosia,nitida,Malpighiacea,"S,T",,BUNCCO,0.752826382,0.74351876,0.02654141,0.024911606,5,5,,3.119116,1.028864,1.92,0,0.774276,0.353678,0.585568,0.270028,5,25,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bursera,simaruba,Burseraceae,T,T,BURSSI,0.43127947,0.427955896,0.009404014,0.008776412,5,5,,,,,,,,,,,,,,0.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Byrsonima,crispa,Malpighiacea,T,T,BYRSC1,0.547859305,0.530697449,0.021182857,0.015023452,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Byrsonima,crassifolia,Malpighiacea,T,T,BYRSCR,0.593701295,0.575302352,0.011692264,0.009079736,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Byrsonima,spicata,Malpighiacea,T,T,BYRSSP,0.587234572,0.576217208,0.021314737,0.02060295,6,6,,,,,,,,,,,,,,0.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calycolpus,warszewiczia,Myrtaceae,M,M,CAL1WA,0.677972988,0.666570697,0.024817846,0.023445045,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calycophyllu,candidissimu,Rubiaceae,T,T,CAL2CA,0.76694822,0.752367887,0.019693652,0.020139418,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calatola,costaricensi,Icacinaceae,T,T,CALACO,0.615958964,0.604303217,0.052076226,0.050398989,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Callichlamys,latifolia,Bignoniaceae,Climber,Climber,CALLLA,0.430206076,0.419783946,0.02372497,0.014619607,3,5,,504.48,145.701,177,0,0.3027525,0.215481667,0.148231667,0.13416,3,1,22,18,0.134,,,,,,,,,,125.8677778,2.666666667,191.1111111,60.91256462,62.82521648,55.55389814,0.344860803,0.30735037,9.704699193,,12.81395844,,1.07319954,,,,3,1,3,1,3,1,1,1,99.925,2,160,41.46999326,35.01928603,29.19359865,0.260489156,0.200259586,,,,,,,,,1,1,1,1,1,1,1,1,477.125,2723.775,17.24753002,662.8014313,4,4,,,,,,,,,,
Calliandra,laxa_var.sti,Fabaceae:Mim,,,CALLST,0.728862993,0.722252161,0.015758247,0.015918507,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calophyllum,brasiliense,Clusiaceae,T,T,CALOBR,0.509343274,0.500679002,0.02226282,0.020653732,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calophyllum,longifolium,Clusiaceae,T,T,CALOLO,0.555076785,0.54056402,0.037881569,0.04456441,6,5,0.542198,15.7695,5.25191,1,0,6.844295,3.697135,3.953775,1.95011,4,20,20,20,4.532,926.6,36.39180792,9.434085714,84.46632465,2.46583439,0.921870757,5,5,5,42.53111111,,429,199.2357833,256.3334534,236.6560743,0.464988401,0.43734386,6.864623572,,15.58667522,7.651614485,12.64237995,11.47662833,0.014371879,0.006726486,3,0,5,5,3,3,5,3,273.6516667,,341.6666667,85.63722185,109.4620263,102.8298518,0.250456039,0.331733706,14.3514977,,23.46687973,6.382230103,9.312155006,8.669668033,0.001662802,0.01188889,3,0,3,3,3,3,3,3,830.1727273,4780.909091,57.3827771,338.8752622,11,11,2.418597497,3036,1.574312925,441,1.038060185,216,2.709601703,4110,4.478091241,274
Capparis,cynophalloph,Capparaceae,U,U,CAPPCY,0.624910604,0.614348038,0.019321741,0.017078515,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capparis,frondosa,Capparaceae,S,S,CAPPFR,0.645596826,0.632941284,0.016208104,0.019467571,5,4,,10.79205505,3.202551019,14.41679894,0.088888889,0.222910185,0.109081855,0.126085093,0.073804722,6,30,120,120,0.097,73.25,7.23,1.7271875,1.701714821,0.420356991,0.254966999,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,84.409,,184.6666667,72.30838391,80.65202059,75.3679798,0.393433774,0.418362681,9.815361736,,9.826975346,4.847108589,3.58281926,3.521234112,0.027918158,0.010218071,5,0,5,5,5,5,5,5,536.35,5233.9375,26.93701649,430.351644,8,8,1.27515089,13533,0.532941176,595,,0,0.794719847,17005,0,1
Carapa,guianensis,Meliaceae,T,T,CARAGU,0.560629633,0.550508575,0.014489551,0.013343015,5,5,,628.8,181.6,7.2,0,53.02395,14.32875,38.22635,9.55745,1,5,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caryodaphnop,burgeri,Lauraceae,T,T,CARYBU,0.747669468,0.725523389,0.020600825,0.015946949,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cassia,moschata,Fabaceae:Cae,T,T,CAS1MO,0.771022232,0.750640739,0.017101342,0.020014138,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casearia,aculeata,Flacourtiace,U,U,CASEAC,0.703562242,0.689971211,0.013764886,0.012626576,5,5,0.66,0.4092,0.055366667,5.666666667,0,0.013758333,0.003725,0.006875,0.002075,1,3,10,10,,112.3333333,13.05461177,2.370071429,26.86095886,2.564197995,0.503065186,6,6,5,20.85666667,,256.6666667,105.0797932,102.8506347,101.3988984,0.416132407,0.407631964,2.25,,20,13.82333109,16.24559136,15.76146233,0.08645085,0.083344523,2,0,2,2,2,2,2,2,21.2212963,,175.3703704,50.79793212,51.0788227,50.21642941,0.286023503,0.303225227,2.049873204,,8.89226402,4.862979118,4.788327934,4.689570213,0.015186983,0.010346183,9,0,9,9,9,9,9,9,463.0071429,2465.414286,51.87001554,260.2288357,14,14,1.71580438,1370,0.882752351,319,0.477675,80,1.917733823,2179,1.359834783,115
Casearia,arborea,Flacourtiace,T,T,CASEAR,0.574105061,0.562365523,0.012780871,0.012060968,9,9,0.573202,0.118,0.0375,5,0,0.00315,0.00185,0.001475,0.00115,1,1,4,4,,437.25,22.53036269,4.930059524,49.48295161,1.3626069,0.740691366,4,4,4,39.87933333,,207.6666667,68.59968532,67.46915691,66.74496874,0.331418441,0.339375491,5.09224371,,12.27689791,7.57323506,8.19931273,8.090066004,0.029716786,0.014276835,5,0,5,5,5,5,5,5,62.00875,,145.8333333,27.47808496,31.53860471,30.39545804,0.187927147,0.267545038,14.89457221,,11.25257172,2.520319576,2.258775173,2.921619542,0.004023057,0.033347293,4,0,4,4,4,4,4,4,308.18125,1577.16875,29.58258387,109.6909559,16,16,3.060644295,149,2.01814876,121,1.008871397,451,7.219650131,383,4.385663283,591
Casearia,corymbosa,Flacourtiace,"S,T",,CASEC2,0.618106896,0.600979801,0.026152266,0.02593312,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casearia,commersonian,Flacourtiace,U,U,CASECO,0.628181647,0.617290009,0.009563326,0.011788249,5,5,,0.90823,0.1653,7.6,1.7,0.049995417,0.023181667,0.030384167,0.017298125,2,10,30,30,,81.6,10.54627905,1.6678125,13.37011593,1.01750566,0.396417675,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,75.30291667,,156.1805556,63.61916536,66.69692736,65.19703375,0.40888224,0.405031391,6.971669903,,6.903509402,3.158685551,3.245509894,3.18197246,0.014630826,0.012227727,12,0,12,12,12,12,12,12,595.7416667,4775.166667,42.65218104,306.5407701,24,24,1.849064516,62,1.4645,24,0.396230769,13,0.892623656,93,0,14
Casearia,guianensis,Flacourtiace,U,U,CASEGU,0.707861789,0.692559465,0.013946445,0.013450524,7,7,0.724667,0.628566667,0.108266667,7,4,0.008666667,0.00455,0.004158333,0.002908333,1,3,10,10,,61.4,8.5925,1.646026786,10.85633456,1.501062818,0.335712326,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,56.42611111,,146.1111111,38.3856547,40.74599236,39.81760932,0.26065102,0.272749393,4.215918842,,8.292725133,3.568014094,3.402946349,3.291535344,0.012919633,0.011466834,9,0,9,9,9,9,9,9,446.54,2666.55,38.12360657,317.3155476,10,10,1.700277778,36,0.558342857,35,0.443,6,1.666278481,79,0,7
Casearia,sylvestris,Flacourtiace,M,M,CASESY,0.676221975,0.661614721,0.017579565,0.017760636,5,5,0.714,,,,,,,,,,,,,0.001,239.6,16.35844448,3.828839286,8.500588215,1.845095571,0.652290075,5,5,4,34.18944444,,186.25,82.37806249,75.30151865,74.12545449,0.444665957,0.385280627,1.162777778,,19.0804219,13.94613478,17.23351072,17.10078096,0.058117135,0.047748034,3,0,4,4,3,3,4,3,105.9197222,9,172.9166667,70.40908069,73.71888674,71.07786151,0.403708237,0.390468264,52.66886085,,6.418109506,6.425538399,6.093744897,6.487890802,0.022645045,0.018376538,6,1,6,6,6,6,6,6,571.0125,3060.71875,26.65600132,251.1926011,16,16,2.253229508,366,1.252568627,153,0.701387352,253,4.066998596,712,3.416921824,307
Cassipourea,elliptica,Rhizophorace,M,M,CASSEL,0.6615664,0.659964232,0.020428946,0.015614188,7,7,,0.572155,0.106725,5.383333333,0.466666667,0.010735417,0.005355,0.006468333,0.003656667,3,14,56,56,,315,23.98650673,4.580119048,9.904544412,1.532794779,0.248461964,5,5,5,19.81333333,,276.6666667,114.8572713,108.2102847,105.6872297,0.415107301,0.386647598,3.853333333,,41.66666667,15.50910317,8.836216644,9.412461585,0.00524657,0.000561982,2,0,2,2,2,2,2,2,33.02888889,,229.2592593,75.41020454,77.48238626,76.02812954,0.329427065,0.350903667,2.63520386,,11.82224673,5.596279355,5.089237187,4.950087108,0.017883386,0.011272193,9,0,9,9,9,9,9,9,438.1736842,3291.778947,26.92980027,317.1040738,19,19,2.010937036,3367,1.738316306,509,1.228525568,352,0.79795308,4156,1.704101036,386
Castilla,elastica,Moraceae,T,T,CASTEL,0.339634845,0.33678674,0.020260036,0.020116725,5,5,,28.157225,4.54555,14.75,0.75,0.752675,0.12985625,0.41158125,0.10016875,2,3,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cavanillesia,platanifolia,Bombacaceae,T,T,CAVAPL,0.193950279,0.197714953,0.018582615,0.017144603,4,5,0.23004,2.901068,1081.5882,1,0,0.73418,0.673,0.479384,0.449668,5,25,25,25,1.751,1925,41.11773674,9.335865079,129.7081339,0.795630813,0.728958173,6,6,6,324.3583333,,273.4722222,73.57458605,71.81099098,63.11314313,0.2660104,0.234941823,145.0800559,,11.10642262,9.570130595,10.96704993,10.84320716,0.028910877,0.022672652,3,0,6,6,3,3,6,3,370.0211111,,204.4444444,29.55720387,41.05043864,33.6733814,0.144717759,0.171126059,50.05780304,,10.81551241,2.187898666,2.920011152,2.649737821,0.002868006,0.021580843,3,0,3,3,3,3,3,3,316.8533333,1676.573333,23.94573999,84.86540294,15,15,10.805,3,12.84533333,3,0.887461538,78,3.46325,8,1.131392157,102
Cayaponia,granatensis,Cucurbitacea,Climber,Climber,CAYAGR,,0.227295222,,0.016536358,0,2,,3.47133,1.31164,3.35,0,0.361668333,0.26988125,0.144495417,0.106477917,2,6,23,23,,,,,,,,,,,232.48,3,217.7777778,53.60755226,72.79417245,,0.282145012,0.294326502,58.94324411,,18.69178205,,13.29994441,,,,3,1,3,1,3,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cecropia,garciae,Cecropiaceae,U,U,CECRGA,0.268530333,0.265028399,0.015438941,0.01523145,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cecropia,insignis,Cecropiaceae,T,T,CECRIN,,0.550778659,,0.032834373,0,2,0.317795,,,,,,,,,,,,,0.0005,558.4,30.61660039,6.717,27.04921441,2.231519643,0.405630703,5,5,5,1852.53,,450,137.3904248,272.393904,225.576008,0.331643038,0.319371155,,,,11.29467296,,,,,1,0,1,2,1,1,1,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,858.6333333,3367.433333,55.61193917,653.7552354,3,3,16.01200717,279,4.136934783,230,1.53577312,811,16.16512029,1114,3.387773414,1324
Cecropia,longipes,Cecropiaceae,M,M,CECRLO,0.268243545,0.26426833,0.018121767,0.017415485,4,4,,,,,,,,,,,,,,0.0007,111.8,21.13478504,2.306428571,27.62136854,4.166943635,0.359031417,5,5,5,412.665,,275,46.02157788,51.39415092,41.09818006,0.170878095,0.176065097,,,60,5.900202293,,,0.015887707,,1,0,2,2,1,1,2,1,1672.1,,180.625,33.37828726,48.42591634,37.4447978,0.172368154,0.203197979,30.62,,35.625,4.045853001,9.499777143,7.48664236,0.028465654,0.002373278,2,0,2,2,2,2,2,2,373.58,1635.28,90.03467332,324.0127673,5,5,16.329,3,,0,8.871,3,11.116,7,8.454166667,6
Cecropia,obtusifolia,Cecropiaceae,"M,T",M,CECROB,0.308475079,0.304733394,0.014887311,0.014834046,6,6,0.3074,,,,,,,,,,,,,0.0005,327.6,22.66532216,3.335119048,58.0487726,2.346654792,0.450302966,5,5,5,1488.37,,220,68.77950101,89.49076279,72.38214468,0.316680253,0.252116239,,,30,4.045853001,,,0.023791969,,1,0,2,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,409.975,2621.55,96.79389078,516.9758158,4,4,24.36858537,41,9.664814815,27,1.691922078,77,17.08054248,153,10.32007639,144
Cecropia,peltata,Cecropiaceae,M,M,CECRPE,0.318481784,0.312448748,0.02246186,0.021998027,5,5,,,,,,,,,,,,,,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cedrela,odorata,Meliaceae,T,T,CEDROD,0.484616826,0.477733938,0.031438355,0.03139617,5,5,0.39194,,,,,,,,,,,,,0.011,64.75,10.17565418,0.956071429,24.51997485,3.257538429,0.187771416,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,684.9716667,22,125.8333333,35.62598337,51.4872696,32.82590508,0.266369572,0.289021006,88.32426358,4.358898944,27.09294701,13.40916047,24.35552481,14.67807948,0.04203528,0.074934639,3,3,3,3,3,3,3,3,369.6,2374.6,,,1,1,1.624,3,6.995,4,2.587777778,9,17.73505,20,2.723,10
Ceiba,pentandra,Bombacaceae,T,T,CEIBPE,0.310553251,0.304500544,0.025432749,0.025235479,10,10,0.242641,,,,,0.0485625,0.042475,0.0272625,0.023525,2,0,8,8,0.055,1978.166667,37.47828936,18.29469048,36.49969558,1.825271885,1.012227939,6,6,5,106.195,6.75,256.9444444,132.7039784,173.5404226,151.917732,0.519841784,0.488511617,60.495,0.25,6.877454668,6.302513444,,,0.037999488,,2,2,6,5,1,1,5,1,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,437.9666667,2876.722222,22.64363413,155.5192519,9,9,10.22867647,34,2.324794118,34,0.744881188,101,9.674962963,108,1.817070707,198
