SP4$,SP6$,FAMILY$,GENUS$,SPECIES$,OLDNAME$,CLIMBER$,FREE$,LIANA$,VINE$,SHRUB$,UNDERSTORY$,MIDSTORY$,TREE$,HERB$,EPIPHYTE$,HEMIEPIPHYT$,PARASITE$,FRUIT_FRSH,FRUIT_DRY,N_SEEDFULL,N_SEEDEMPTY,DSPR_FRESH,DSPR_DRY,SEED_FRESH,SEED_DRY,N_INDS,N_FRUIT,N_DIASPORE,N_SEEDS,DAWS_DSPRDRY
PAS1,PASSAM,Passiflorace,Passiflora,ambigua,,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,155.6005725,24.510095,116.575,2.541666667,0.073269063,0.041886563,0.017735313,0.013065938,4,19,76,76,0.034
PAS2,PASSAU,Passiflorace,Passiflora,auriculata,,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.29114,0.37242,34,0,0.007105,0.00434,0.001205,0.00072,1,5,20,20,
PASB,PASSBI,Passiflorace,Passiflora,biflora,,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,,,,,,,,,0.003
PASF,PASSFO,Passiflorace,Passiflora,foetida,,1.000000,NA,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.3293,0.4366,30,,0.011825,0.006425,0.002725,0.0008,1,1,4,3,0.008
PASV,PASSVI,Passiflorace,Passiflora,vitifolia,,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,60.967,13.041725,317.75,4,0.069375,0.01968125,0.02086875,0.01355625,2,3,12,12,
PAU1,PAULBA,Sapindaceae,Paullinia,baileyi,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.9994625,0.27041875,1.0625,0,0.19957625,0.09078625,0.142059375,0.06377375,4,19,20,20,
PAU2,PAULBR,Sapindaceae,Paullinia,bracteosa,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.00082,0.79622,1.5,0,0.4686,0.287403333,0.337135,0.237385,2,10,15,15,
PAU4,PAULG2,Sapindaceae,Paullinia,glomerulosa,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.33224,0.2267,2.333333333,0,0.21629,0.121309722,0.124305833,0.092644722,2,5,16,16,
PAU5,PAULPI,Sapindaceae,Paullinia,pinnata,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.650824,0.717046,1.78,0.738888889,0.30896,0.200295333,0.246492333,0.170036,5,45,80,80,
PAU6,PAULPT,Sapindaceae,Paullinia,pterocarpa,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.42056,0.18902,1,0,0.14106,0.09484,0.10704,0.07388,1,5,5,5,
PAUF,PAULFI,Sapindaceae,Paullinia,fibrigera,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.666704,0.57802,1.04,,0.817288,0.38789,0.564964,0.285464,5,25,26,26,
PAUR,PAULRU,Sapindaceae,Paullinia,rugosa,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.79338,0.206926667,1.066666667,,0.203853333,0.112333333,0.165366667,0.09652,3,15,16,16,
PAUT,PAULTU,Sapindaceae,Paullinia,turbacensis,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.451616845,0.588851786,1.851190476,0.811309524,0.30497494,0.238615466,0.138504938,0.101778272,8,50,99,48,
PENM,PENTMA,Rubiaceae,Pentagonia,macrophylla,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,14.3580625,3.7480275,99.875,3.15,0.01397,0.005064375,0.008308125,0.00447875,2,9,36,36,
PERA,PERAAR,Euphorbiacea,Pera,arborea,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.63959,0.37055,1.9,1.6,0.028694167,0.017435833,0.010576667,0.007403333,2,7,13,13,
PERP,PERIPR,Celastraceae,Peritassa,pruinosa,Peritassa pr,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.821,1.3051,1,0,0.5717,0.3058,0.4572,0.2594,1,1,1,1,
PERX,PEREXA,Moraceae,Perebea,xanthochyma,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,14.206275,2.1198625,12.125,4.25,0.190215625,0.112275,0.134525,0.091271875,2,5,20,20,
PETA,PETRAS,Verbenaceae,Petrea,volubilis,Petrea asper,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.11852,0.03864,1,0,0.047505,0.03116,0.026735,0.01809,2,5,15,15,0.035
PHA1,,Fabaceae-Pap,Vigna,peduncularis,Phaseolus pe,1.000000,NA,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.026195,0.02202,1,,0.0150025,0.0122975,0.0132025,0.0114025,2,9,9,9,
PHAL,,Poaceae,Pharus,latifolius,,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.0158,0.0124,1,,0.0065,0.0046,0.0052,0.0044,1,1,1,1,
PHAP,,Poaceae,Pharus,parvifolius,,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.034808,0.028988,1,,0.02054,0.016408,0.018004,0.015028,5,25,25,25,
PHOM,PHOECI,Lauraceae,Cinnamomum,triplinerve,Phoebe mexic,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.478634,0.238278,1,0,0.166168,0.107628,0.125596,0.093188,5,30,30,30,
PHRC,PHRYCO,Bignoniaceae,Phryganocydi,corymbosa,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,30.76020036,11.99220214,33.15714286,8.214285714,0.196063857,0.095681714,0.113800036,0.059093786,5,20,81,81,0.069
PICL,PICRLA,Simaroubacea,Picramnia,latifolia,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.427778857,0.185586667,1.257142857,0.416666667,0.156495238,0.082214032,0.11239181,0.067101381,5,35,48,40,
PITC,PIT2CR,Bignoniaceae,Pithecocteni,crucigerum,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,150.63,106.9348,115.8333333,5,0.090918889,0.076281667,0.052668889,0.044022222,3,3,41,41,0.059
PITH,PIT1HY,Fabaceae,Pithecellobi,hymenaeifoli,Pithecellobi,1.000000,1.000000,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.8577,3.233773333,4.533333333,,0.694483889,0.377186111,0.661778333,0.359176111,3,11,39,39,
PITM,PIT1MA,Fabaceae:Mim,Abarema,macradenia,Pithecellobi,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,,,,,,,,,0.09
PITR,PIT1RU,Fabaceae:Mim,Cojoba,rufescens,Pithecellobi,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,12.150004,3.330616,7.72,0.48,0.439233,0.236196667,0.378218667,0.221473333,5,25,97,97,
PLAE,PLA2EL,Fabaceae:Pap,Platypodium,elegans,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.346261905,1.782515238,1,0,0.548090476,0.347812381,0.486468571,0.296513333,7,33,33,33,1.219
PLAP,PLA1PI,Fabaceae:Pap,Platymiscium,pinnatum,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.8512445,0.429191875,1,0,0.319219583,0.190261167,0.233187639,0.133454833,6,25,23,23,0.313
PLEV,PLEOVA,Bignoniaceae,Pleonotoma,variabilis,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,61.5,22.14866667,29.66666667,15,0.257108333,0.149583333,0.159258333,0.0893,1,2,12,12,0.032
POSL,POSOLA,Rubiaceae,Posoqueria,latifolia,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,26.98790333,7.199663333,24.18333333,2.8,0.561040417,0.19648875,0.428875833,0.1693975,3,10,40,40,
POU2,POUTST,Sapotaceae,Pouteria,stipitata,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,11.083035,4.0114475,1.475,0.05,1.743980417,1.186787917,1.207230417,0.777520833,4,17,25,25,
POUA,POULAR,Moraceae,Poulsenia,armata,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.99354,1.74368,3.5,1.9,0.128338333,0.079273333,0.060874167,0.0434425,2,6,14,14,0.065
POUB,POURBI,Cecropiaceae,Pourouma,bicolor,Pourouma gui,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.189592,0.45339,1,0,0.558204,0.319564,0.211804,0.105018,5,30,30,30,
POUF,POUTFO,Sapotaceae,Pouteria,fossicola,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1002.823333,435.1,1,,138.4339202,70.74138077,74.07852885,25.23651346,2,3,17,17,
POUU,POUTRE,Sapotaceae,Pouteria,reticulata,Pouteria uni,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.926345,1.452076667,1,0,1.44624,0.755728333,0.789976,0.457944,6,50,50,25,
PPAE,PIPEAE,Piperaceae,Piper,aequale,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,,,,,,,,,0.00006
PPCO,PIPECO,Piperaceae,Piper,cordulatum,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.14602,0.6837,103,0,0.003625,0.002445,0.002175,0.00185,1,5,20,20,
PPDI,PIPEDI,Piperaceae,Piper,dilatatum,,NA,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,,,,,,,,,0.0001
PPHI,PIPEHI,Piperaceae,Piper,hispidum,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,,,,,,,,,0.0001
PPMA,PIPEMA,Piperaceae,Piper,marginatum,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,,,,,,,,,0.0001
PPPE,PIPEPE,Piperaceae,Piper,perlasense,Piper perlas,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,,,,,,,,,0.00004
PREP,PRESPO,Apocynaceae,Prestonia,portobellens,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.6301,2.29485,58.25,2,0.0157775,0.01085,0.00976875,0.00721125,2,2,28,28,
PRIA,PRI1AS,Hippocrateac,Prionostemma,aspera,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.57342,3.0986,4.7,0,0.28335,0.192046111,0.16096463,0.140984074,3,5,47,41,0.182
PRIC,PRI2CO,Fabaceae:Cae,Prioria,copaifera,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,68.19264,35.991804,1,0,37.789906,23.451124,36.922946,22.869184,5,30,30,30,23.84
PROP,PROTPA,Burseraceae,Protium,panamense,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.98185,1.640695,1.25,0.35,0.771736833,0.519585,0.16223,0.079495,4,16,22,22,4.8
PROT,PROTTE,Burseraceae,Protium,tenuifolium,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.657142857,1.14576,2.428571429,0.685714286,0.404341429,0.192848889,0.166455333,0.098637333,7,35,73,60,1.3
PSE1,PSE1SE,Bombacaceae,Pseudobombax,septenatum,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,356.348,99.116,253,0.2,0.060925,0.046705,0.094815,0.031995,1,5,20,20,0.06
PSIF,PSIDFR,Myrtaceae,Psidium,friedrichsth,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,54.37589,8.6424,50.1,1.133333333,0.055960833,0.03557,0.007216667,0.005475,3,12,48,48,
PTEA,,,,,,,,,,,,,,,,,,0.52255,0.47215,1,,0.24575,0.2229,0.0099,0.0093,1,2,2,2,
PTER,PTERRO,Fabaceae:Pap,Pterocarpus,rohrii,Pterocarpus,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.466592,0.283256,1.08,0.5,0.206908,0.111424,0.134864,0.074368,5,25,27,27,
PYAC,PSYCAC,Rubiaceae,Psychotria,acuminata,Psychotria c,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.249864,0.033948,1.96,0,0.019686,0.013086,0.014916,0.010628,5,25,49,49,0.012
PYB2,PSYCB2,Rubiaceae,Psychotria,brachybotrya,Psychotria b,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.09366,0.01598,3.5,0,0.00853,0.0038575,0.0044475,0.00232,2,10,30,30,0.004
PYC2,PSYCC2,Rubiaceae,Psychotria,carthagenens,,NA,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.144648,0.03142,1.76,0.24,0.018564,0.011256,0.008168,0.006392,5,25,44,44,
PYCH,PSYCCH,Rubiaceae,Psychotria,chagrensis,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.274038857,0.033770095,1.645714286,0.354285714,0.021791714,0.013301524,0.013531143,0.009554,5,25,40,40,
PYDE,PSYCDE,Rubiaceae,Psychotria,deflexa,Psychotria p,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.168012,0.01168,1.88,0.08,0.008036,0.004202,0.003506,0.002618,5,25,47,47,0.004
PYEM,PSYCEM,Rubiaceae,Psychotria,emetica,,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.222704,0.023,1.8,0.2,0.013308,0.00872,0.00415,0.003076,5,25,46,46,
PYFU,PSYCFU,Rubiaceae,Psychotria,hoffmannsegg,Psychotria f,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.13086,0.027593333,1.8,0.2,0.018438333,0.012348333,0.012426667,0.009433333,3,12,21,21,
PYG2,PSYCG2,Rubiaceae,Psychotria,tenuifolia,Psychotria g,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.09544,0.02696,1.84,1,0.020896,0.01033,0.012978,0.007944,5,25,46,46,
PYG3,PSYCG3,Rubiaceae,Psychotria,grandis,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.533276,0.080396,1.8,0.2,0.054166,0.031516,0.034952,0.022224,5,25,45,45,
PYHO,PSYCHO,Rubiaceae,Psychotria,horizontalis,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.137732,0.013288,1.32,0.68,0.010142,0.00665,0.005558,0.00422,5,25,33,33,0.006
PYIP,PSYCIP,Rubiaceae,Psychotria,ipecacuanha,Cephaelis ip,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.197988,0.025636,1.88,0.12,0.015862,0.010852,0.00797,0.005942,5,25,47,47,
PYLI,PSYCLI,Rubiaceae,Psychotria,limonensis,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.233448,0.026164,1.8,0.2,0.012936,0.009358,0.00939,0.006614,5,25,45,45,
PYMA,PSYCMA,Rubiaceae,Psychotria,marginata,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.233568,0.028452,1.52,0.4,0.015676,0.010954,0.010278,0.007696,5,25,38,38,
PYMI,PSYCMI,Rubiaceae,Psychotria,micrantha,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.203563333,0.024865556,1.86,0.12,0.018221,0.009732667,0.008057,0.005729667,5,45,84,84,0.01
PYPI,PSYCPI,Rubiaceae,Psychotria,cyanococca,Psychotria p,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.14904,0.011551,1.4,0.3,0.00593,0.00334,0.003185,0.0023,2,10,14,14,0.003
PYPO,PSYCPO,Rubiaceae,Psychotria,poeppigiana,Cephaelis to,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,,,,,,,,,0.009
PYPS,PSYCPS,Rubiaceae,Psychotria,psychotriifo,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.13494,0.01908,2,0,0.0148,0.00654,0.00806,0.00457,1,5,10,10,
PYPU,PSYCPU,Rubiaceae,Psychotria,pubescens,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,,,,,,,,,0.008
PYRA,PSYCRA,Rubiaceae,Psychotria,racemosa,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.087284,0.024396,2.92,1.8,0.008992667,0.005059,0.004961333,0.003493333,5,25,67,67,
PYSU,PSYCSU,Rubiaceae,Psychotria,suerrensis,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.50277,0.055921111,1.466666667,0.244444444,0.025006667,0.01873,0.019862222,0.014482222,3,12,15,15,
QUA1,QUARAS,Bombacaceae,Quararibea,asterolepis,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.451722857,1.487035143,1.582857143,0.303809524,1.012410857,0.402789571,0.554790714,0.244687143,5,42,66,32,
QUA2,QUASAM,Simaroubacea,Quassia,amara,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.88926,0.3611,1,0,0.3503,0.15771,0.33077,0.15068,2,10,10,10,
QUAP,QUARPT,Bombacaceae,Quararibea,pterocalyx,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,49.4233025,13.5055845,2.34,1,9.197556667,3.528399083,6.549096083,2.463265333,5,28,66,66,4.04
RANA,RANDAR,Rubiaceae,Randia,armata,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,18.56996667,6.13957,36.8,0.12,0.1938375,0.097483333,0.1138534,0.085212,6,30,120,100,
RANF,RANDFO,Rubiaceae,Rosenbergiod,formosum,Randia formo,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.5246,2.102325,16.25,1,0.07699375,0.04669375,0.055175,0.03848125,1,4,16,16,
RENA,,Zingiberacea,Renealmia,alpinia,,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,2.351324,0.518987,36.08,,0.01579,0.01007825,0.012115,0.00876475,5,25,96,96,
RENC,,Zingiberacea,Renealmia,cernua,,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.43725,0.3417,16.5,1,0.018775,0.0145,0.0139,0.0116625,1,2,8,8,
RHEA,GAR2MA,Clusiaceae,Garcinia,madruno,Rheedia acum,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,41.37256583,11.6101275,1.755555556,0.522222222,6.993800417,3.63205125,5.896254028,3.317185139,8,44,76,77,
RHEE,GAR2IN,Clusiaceae,Garcinia,intermedia,Rheedia edul,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.617948,1.591008,1.72,0.28,1.320408,0.615548,0.7896544,0.541,5,25,43,43,0.289
RHYP,RHYCPY,Fabaceae:fab,Rhynchosia,pyramidalis,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.18295,0.1584,1.5,,0.06055,0.0551125,0.0439875,0.040675,2,2,6,6,0.061
